,content,mark
3690002,这只股卖出,-99
5022607,这只股票不好操作，解套走人了。,-99
4120635,不少二线蓝筹股之前涨幅不大甚,-99
5269010,托单告诉你，今天收盘16.80,-99
5260230,狗庄又想散户拉，散户又想狗庄拉，十零二十万就,-99
1411946,同乐,-99
1721872,天天跌,-99
143718,股友们散了吧，联通是两市最差的垃圾股，大股东,-99
1801676,8. 有些因素是不能控制的 ,-99
2604291,又在套人。今天大批小散进了，明天重回6元以下,-99
1343461,参照近两年格力电器的高分红,-99
770966,售价16.88-18.38万元 骏派A70E正式上市。,-99
3233031,周二11.6,-99
2058611,欧美大跌利好A股？今天放量站上3200？。,-99
4943553,此股也具雄安概念！ 唐山凤形金属制品有限公司,-99
2585101, 新股想要多封板，唯有中签户团结一致，每人几,-99
3695035,庄家大卖单要吓退散户，买买买！明天大涨,-99
5333182,乐视如果在冬季复牌势,-99
4953924,宝宝老师，我真的真的,-99
5439316,害人公司,-99
3895110,一字涨停板，拿走不谢,-99
2084593,原油期货配资、原油期货低位整理开始筑底逢低做,-99
266978,在农药行业，以专业除草,-99
2324567,收购荆州天然气落地，异地扩张加速,-99
1952245,海油工程：量能增大，交投开始活跃。,-99
2590659,把7.4元的1万多手压货全部打掉，上面就是一片自,-99
1033970,手上有票的现在走还来得及，等到下午开盘就要跳,-99
1014564,两桶油,-99
5233328,冲啊，同志们,-99
3717061,天天15手假买单，不过没人陪他玩，猪头每天自摸,-99
3189466,这就没是他们说的护盘,-99
3893118,优质股，良心帖，实在话,-99
90997,老子车用的是空军油吗！又要加油了真扯,-99
1331115,即将开启主升浪,-99
2290911,每一次疯狂过后必有一批人为之买单！——致狂热,-99
722053,应该快要崩盘了！,-99
1565221,15欧元风神，叫爹后，转正成胎神，从此至今十大,-99
1738480,上海电力:海外业务持续发力,-99
2510097,这股目前属于横盘调整期间，没有多少操作价值，,-99
4192178,赚了1个多点走了，这个走势估计季报也好不到哪,-99
3620461,伟大光辉正确英明，还要再活五百年，我勒个去，,-99
2173785,万邦融联是个干啥的平台？,-99
3270301,这是电缆股，还是电笔股,-99
648117,同志们，上刺刀，冲啊,-99
2767897,保税科技的物流港口贸易题材震撼出台,-99
3721245,. | 利好刺激后的走势预判,-99
1140284,雷劈老祖说股全家[胜利][胜利],-99
1350461,现在卖的都是亏钱的，是控股股东在卖吗？,-99
146237,泰禾集团(000732)融资融券信息(08-07)。,-99
5356534,可以缓解上市公司的燃眉之急高抛,-99
3390963,我就要天天带绿帽子 我就是苦主,-99
2402353,对于工大z。不得你说几句！上市21年以来。分红,-99
2416711,今天拉尾盘吗？m,-99
1773899,这股节后还得跌因为稍微涨点吹的人太多了,-99
219199,企业中专利m,-99
1391551,投资者大可不必有此担心,-99
2310176,公司股价高,-99
964712,今天大盘翻红的可能性比较大！。,-99
4068357,以花王现在的走势和经营者的态度应该还有二个跌,-99
492540,此票，真正的疯牛式飙涨即将来临,-99
3110129,大家注意了，有一大波骗子来了,-99
2185496,有多少人投了反对票？不知能否否决了议案? 希望,-99
87494,尾盘封单一天比一天少，估计要不了两三个板，就,-99
2230847,这货也挺奇怪的，停牌一年了，指数都不止涨了20,-99
3010750,中天能源修改定增预案,-99
1954236,垃圾o,-99
4921791,马比你不跌停呀。,-99
3679702,利群下午继续往下砸穿12.6，大盘和次新指数下午,-99
3571817,行情来了,-99
1800848,我跑了…。,-99
5232292,我的22390元已经冻结。下周开始数钱吧,-99
1975494,600589这股已跌了一年多了，老板们为了低价认购,-99
3951565,死货股,-99
166033,今日两市各大指数再次小幅低开.。,-99
94269,这对于格力电器来说其实是一大利好,-99
558273,特烂股,-99
680030,复星医药：用于治疗实体瘤新药获美国FDA药品临,-99
4070363,真正的杀跌来了！,-99
4968448,照这样跌下去，大股东又要爆仓了。,-99
2273154,哪位大神知道老左和标的公司合肥瑞成怎么形成的,-99
4345090,上探下踩，多空拉锯。,-99
2071627,创业板指重上1800点 新疆板块尾盘大幅拉升！。,-99
1788732,罗平锌电我昨天在这里说。,-99
644454,老乡不要跑 明天有公告,-99
1498358,对投资各方持仓成本分析,-99
617384,中国重工价格走势预测,-99
656276,怎么判断股票卖点,-99
702285,不瘟不火，温水煮青蛙开始！,-99
391077,烂股,-99
3506092,今天停，别忘了逃生！今天停，别忘了四方会到5,-99
1841286,死庄，拿了这久，走了。哎,-99
5540794,一个月，亏了28个点了，日了狗了,-99
1624695,这盘压得，瞎狠瞎狠的！,-99
3728194,我觉得60分钟线应该是头肩顶，下跌概率大，在1.,-99
262972,采撷一枚花絮,-99
4687016,A股慢牛之路何时现,-99
4958843,去尼玛的 真是被你坑惨了,-99
4274621,减持终止  没出公告  安信证券还有脸发布这个那,-99
591286,你最垃圾啦。,-99
5291937,有可能成为家电新贵吗？,-99
3744956,加油呀，北辰，已到前高跟前了不能松劲啊，撸起,-99
4036812,银行必将起一波,-99
5425159,603920:世运电路第二届董事会2017年第五次临时,-99
930370,600267:海正药业:拟增资海正生物制药有限公司项,-99
749295,低吸h,-99
4055638,骑虎360拟收购宏昌电子不少于21%股权 \u3000\u3000宏昌,-99
3336501,接着杀[大笑],-99
4373537,我看好你！,-99
20260,纯技术面分折看: 京东方B巳攻破2015年的巅峰！,-99
4760956,何以如此不堪？,-99
2844200,又可以发新股了。。。。,-99
3092002,如果12月31日无法把净资产翻正是不是就要暂停上,-99
975740,你吗的老天收了你,-99
3470028,这熊孩子想弄啥,-99
2060309,收盘前二分钟交运猛砸一个，你最后几秒也学它，,-99
2526001,别装B 可以砸盘了 都知道你要卖 拉上去也没人买,-99
791806,12.37*0.95=11.75    刚好在本人推算的第三条支,-99
1769160,次新股逆势反弹 沪深震荡攀升涨0.14%。,-99
4134593,下沿所在地,-99
3360737,根据现有新政，中萄这次如果重组成功就是等于中,-99
3921010,2205手集体买进[鼓掌][鼓掌][鼓掌][鼓掌][围观],-99
1137898,反正都是砸，使劲砸，加油砸，哈哈，反正都是假,-99
1853018,各位慢慢玩，俺先走一步！,-99
4200170,MACD双胞胎走势,-99
244101,这主力，今天又是1分钱内收盘？,-99
759616,一天从终点到起点,-99
4980896,70块的还在不，没死就说一句[大笑][大笑][大笑],-99
4885023,证监会支持符合条件的内地企业到香港市场直接融,-99
3906455,今天要跌停啊,-99
2466927,今天天津港补了昨天跳空上涨5%的缺口！更健康,-99
350999,慌个毛 ，再补一万股,-99
5202948,游资还在出货中,-99
2669299,“11柳化债”公司债券票面利率不调整的第一次提,-99
843494,大跌来了  赶紧跑,-99
770568,这死股等死吗,-99
2433682,这个吊样，资金还是流入。,-99
465287,麻痹，还不下来。,-99
3465664,用脚投票的股市………………继续诱多中…………,-99
329967,下跌冲锋，上涨无门！,-99
2762305,今天必须大涨，后悔吧昨天卖的。。,-99
5261347,戏说巳逝、笑看奔来！今日下午绝佳入场做反弹之,-99
184214,没法犟东因,-99
816370,跑路了，机构出货,-99
752038,一本万利,-99
4912106,获利筹码太少当然不会涨哦！,-99
2130421,封单的量有点不够,-99
5478574,今天会来个天地板吗？,-99
4760459,次新要涨的上午都涨停了，跟风的下午进去肯定吃,-99
4954326,真是个臭狗逼,-99
2113715,看吧，大盘高位收月线！妄想大跌是不可能滴[傲],-99
1590196,恭喜北京的兄弟北辰持续大涨又创新高！！！i,-99
3139892,没有跌停还不错，知道行情不好，所以一天没看。,-99
5220785,业而言，千万不要上会，,-99
2288611,是不是要收购亚马逊啊，复牌上5000没压力，可惜,-99
1354346,一帮吓得半死的人，又开始转换成股神模式了。,-99
3779456,这就是教课书式的岀货，这就是托和主力配合的结,-99
1232698,农林板块周线呈现6连小阳，碎步向上，四季度必,-99
2349504,听妈妈讲那过去的故事,-99
4923465,这股死了 一个点都没？跌了这么久 来个板啊,-99
3162294,那些还卖的就是傻逼！三连板不解释,-99
4119168,不锈钢现在可是,-99
748221,《个股关注》。,-99
344869,你个鳖孙真不争气，枉起个好名！,-99
2257793,垃圾中心跌了行继续,-99
4447798,603203:快克股份关于利润分配及资本公积转增股,-99
443448,太垃圾了，这里的托太多，天天忽悠唱多唱死了，,-99
1734507,靠吹，呵呵，以后二十亿,-99
723249,3维度解密多方能量供给,-99
2479581,一是上攻到上升通道上轨主动回撤；二是,-99
4813213,来个直线拉升让大家兴奋一下，百年弱鸡,-99
4413294,3250站不住又要跌到31,-99
5067735,主力打架，小散倒霉,-99
1948875,千年一遇的牛市来了！i,-99
2899310,默默持股，凭他人耻笑去吧！,-99
4191667,两个跌停...搞掂...,-99
612948,小庄是拿国有资金炒股吧，横盘也不跳水，敢情不,-99
70240,大家好，我又来了，恭喜发财,-99
755071,瞎子也狂笑 ，市值270亿，前三季实际利润57亿，,-99
3971520,那个牲口压盘,-99
1643928,看分时图，每次冲高都是高点放量然后就焉了,-99
1569295,这吧没人气啊，机构自个玩,-99
5112448,新华社记者和姜洋的问答报道要十万分仔细研读。,-99
128877,在这个价位敢进来就知道你要拉什么屎，恍你老母,-99
1285613,至于吗,-99
399587,完了 死了。明天必须清仓了[哭][哭]。,-99
2930969,月线走出来了,-99
1642755,鹏华基金张羽翔：高铁景气度料持续向好 11-07 0,-99
7123,值回归的，,-99
831922,银行股将走,-99
4396515,603178:圣龙股份第四届董事会第一次会议决议公,-99
550638,无聊不，量缩这么厉害,-99
2457619,尾盘暴跌～～h,-99
1841829,老子操妹妹,-99
3992004,下午跳水比晒,-99
1437393,让股民生气的不知骂什么的股票就属江淮汽车了，,-99
1731665,1411只个股今日尾盘资金净流入,-99
4122525,再以高送转为例,-99
3275006,问一下无锡，江阴，常熟是哪个省的？,-99
3836497,近期路桥交通设施 热点国一下,-99
1696043,立即清仓6.99增发,-99
