,content,mark
958406,尾盘跌停,-99
185166,海信实力这么强股票后面发展空间很大的,-99
705064,600203:福日电子第六届监事会2017年第一次临时,-99
4116836,伟大的祖国万岁!,-99
1171784,只有傻逼才在现在交出筹码 高抛低吸才是王道,-99
1413660,哎哟喂，这个老男人怎么关门了呀[想一下][想一,-99
2536085,掐指一算，这货先到8元休息一段时间。终极目标,-99
3905391,该公司可以达到减亏的目的,-99
582886,太原屎重,-99
1196965,谁。,-99
1619992,看看外面的行情还是觉得亨通停牌的好！真担心你,-99
880910,由于具备期货从业经历，所以蒋竞松对行业环境变,-99
1460522,争分相对，一分一分往下打,-99
339331,#坚决抛售远离这只福建烂垃圾股票。,-99
4812786,603520,-99
3596518,企稳。收盘时，,-99
2925812,请卖出申通地狱，买入银河磁体,-99
4083046,我们是有原罪！,-99
401843,折磨死人的无良公司，亏了二十万，陆续割完了。,-99
5108546,股神们，不要再出来骗吃骗喝了，吃完了别人拿什,-99
3054981,到熔断后吗？至少亏少点,-99
2216056,又玩游戏竞猜老一套,-99
3156520,磨人。走了,-99
5278766,看看索菲亚，妈的，原以为你是老大，看看你是孙,-99
3702774,今天干涨停哈，发威吧中铁！,-99
2152252,我已经走了,-99
4620235,九错一对东,-99
1397568,半年报已出，主力高度控盘，配搭利润增长的利好,-99
4825026,高点不走幻想能到一百两百的同志请照照镜子，没,-99
430251,《换股通知》,-99
2993034,笨蛋庄家压也不是拉也不是，不知怎么操作了吧！,-99
397607,会有向上冲的那一天。,-99
2238628,历史天量,-99
1939005,泰禾上半签约额达400亿，全年可达800亿，现市值,-99
3959896,赶快跌到1元,-99
3039368,中报要有思想准备...,-99
1717596,"中国股市游戏历来玩推到重来,重新洗牌",-99
1106922,业绩都做在上市公司，它股价早上100了,-99
4292832,怎么感觉这个股吧的人有点神经兮兮的,-99
3383893,满仓佳电，今天，出了半仓，还剩万的筹码，向上,-99
5024207,30等你啊,-99
31466,何况即便预测不准确也不用承诺任何责任,-99
2851014,呼叫醉龙，ST厦工还要不要加仓啊。我想转点钱进,-99
5378991,加，可能会,-99
896269,狗庄快压住，不能涨,-99
1098110,十二年资产增值8.32倍的公司股权转让,-99
3198463,上面压山大,-99
1671311,注意主力诱多，散户别站山顶！！ 论点:地条钢整,-99
175609,主力已死有事烧纸u,-99
3711385,尾盘又他妈的要跌下去，每次都这个德行！,-99
2840869,华北制药走势太恶心了,-99
3275445,量价齐升，怒抽空狗。,-99
1438229,小鬼别跑！今晚季报会给你惊喜！,-99
3325695,屋子里有人吗？赤峰黄金朋友们一起玩耍一起看高,-99
583489,几个涨停能到4.8奶奶的熊,-99
5002254,603639:海利尔关于使用部分闲置募集资金进行现,-99
467238,别坑人了！真恐怖,-99
3857756,宁波建工，建设美丽中国。,-99
1469907,跌时像兔子，涨时像鸟龟，文山扶不起的阿斗，国,-99
4050422,下星期抽点资金出来，买点奥康，看你何时涨,-99
4910786,70亿对2000亿，你认为股价会跌吗？ 庄家和王卫,-99
309507,国际首创车用甲醇泵即将在南京投产,-99
503317,怀疑人生，一割就拉[滴汗],-99
679545,畜生 没完没了的打压。。,-99
3001020,准备跌停了！！[大笑],-99
788842,大家千万不要买这只600227的票。我的朋友刚刚进,-99
3570635,牛市真的来了，[摊手]分时大神操盘手简直神来之,-99
4619836,明天再来跳空断崖，哈哈哈,-99
1595981,低吸富三代，追高悔一生。,-99
4110931,高开，玩真的,-99
3190525,大家快卖给这5000手挂单，闪崩马上开始了,-99
1327242,大单压盘,-99
1063942,现在不是谁敢不敢卖，而是敢不敢买。,-99
1487463,茅台1200一瓶，片仔癀500一盒！j,-99
619573,量还太小，日,-99
678504,估计今上午大盘的高点：,-99
1968001,新华医疗(600587)融资融券信息(09-26),-99
1345406,先炒酒，再炒房，大盘挂绿拉银行。茅冲天，房慢,-99
5237795,未公布启动时间表,-99
2602160,快清仓,-99
5121702,002878元雅龙图，强,-99
4672906,我中了一签都还没卖 慌个球！,-99
1710909,庄是不是太弱了，就靠尾盘做一把,-99
3300991,人工智能 下一个风口,-99
4426090,太狠了,-99
4606848,我就不信现在砸不动你了,-99
1956474,长电科技(600584)大宗交易数据一览(11-03),-99
1251331,三天到28，,-99
4846074,我是中签者，30元卖了，再也不敢碰此股，今天偶,-99
3370390,今天追进去的全部被套，下周直接低开补缺[大笑],-99
2861462,这个票是不是没人玩了,-99
5469796,上证50，外强中干,-99
2424642,我们增值税简并路径按照,-99
5519404,都说过了明年四五月份复牌了～现在没票到可以研,-99
4544841,唉……14.10本什么时候能回本呀？晕倒！！！,-99
5554241,要涨了,-99
2345748,600686:金龙汽车关于2017年4-6月份委托理财情况,-99
979665,转让全部仓位为佳。,-99
4270119,大家散了吧，这股不会戏的了。,-99
2798953,割肉换股是对的，9.13卖出垃圾，10.10买入中建u,-99
1084923,又砸盘。还有天理吗？还有法律吗！,-99
226421,又如在我看来,-99
3681273,8.21直播国企改革欲火燃烧正烈,-99
4743554,股价800元不是梦,-99
4506944,爆仓了,-99
3094928,路要一步一步走的g,-99
4858193,不是戏言,-99
1763700,妈的！扶不起的臭阿斗,-99
5177843,没有大市值怎么玩共享。送股扩大市值是首选。,-99
1940701,卧龙电气(600580)融资融券信息(09-04),-99
3926506,笑看风云[微笑],-99
3072813,完蛋喽[俏皮][俏皮][俏皮][俏皮][俏皮]u,-99
4131920,狗庄好好看看。雅化集团今天是怎样涨停的。大伙,-99
3615340,挂单上百万手了,-99
1560462,别拿混改说事，上面的指示而已不得不改,-99
1782122,6.21,-99
2480192,尾盘卖了，是不是卖早了,-99
5260211,两点半跳水表演吗[为什么],-99
4046624,人民网是要一个百年的盈利平台,-99
934825,很静,-99
1111397,近日两市继续保持震荡上行的趋势，而港股众多垃,-99
2500085,深装总实力雄厚呀,-99
1764182,川藏铁路总设计单位中国中铁二院工程集团,-99
1300119,今天大盘如早盘所料,-99
2920022,拼命做空。,-99
4485543,卖了100股，小专一点。,-99
1189616,做交易的本质不是考虑怎么赚钱的，而是有效地控,-99
4134110,小便，这贴不发出来我也送你家几个！,-99
1073605,搞不懂，几手你着急抛个球啊，就那么着急用这个,-99
2766504,保税科技大资金悄悄入场，必然加速引爆大涨走势,-99
1691552,这狗庄想干啥？,-99
2414861,600392坑爹的垃极。,-99
2756539,西部黄金西部黄金,-99
4468327,明天开始数板,-99
5557659,这股啥时候除权的啊？？,-99
4319476,另一方面则与空头手上的三大杀手锏相关,-99
240951,强烈谴责！那么好的业绩！怎么会暴跌呢？不是业,-99
723377,这股那天有个大阳才有救,-99
4927311,下来买入2万股,-99
1447115,绝美叠加雄安概念盘小，断定会疯!酒后的言语。,-99
35878,上海机场(600009)融资融券信息(12-08),-99
2145836,可怜的散户震仓让你丢失了盈利的筹码,-99
2744339,A股如此下去，增量无期。变态的行情，离开股市,-99
3199242,説涨停的都是傻逼,-99
2157668,看好三爱富,-99
3565303,对符合国家利益的股市要支持啊,-99
53508,9.05价位接,-99
3251332,博汇纸业~！ 五大逻辑关系导致其一蹶不振的原因,-99
5465060,要买，也等5日均线金叉10日均线才操作，现在，,-99
1842001,3D玻璃+OLED 全主业 最正宗的龙头 凯盛科技,-99
4947295,便是源于并购重组方案被监管层否决,-99
3730113,还有10分钟看看谁先绷不住[想一下],-99
3530352,没被请去喝茶？,-99
3353785,九州通(600998)融资融券信息(11-21),-99
2226558,滚你妈的,-99
573933,小股民任任宰割没有还手之力可怜啊可怜,-99
1473885,伊利就是股海神灯！,-99
3967360,反正不想卖,-99
3299537,天和防务 出货很严重啊 具体数据在这里。,-99
3199975,还要下行，卖了，等12再入,-99
874291,进入盘整期,-99
954790,我呸怎么又拉红了,-99
846715,不上20不卖,-99
370116,牛逼,-99
1427680,人工智能，云计算概念，逢低吸纳，中线持有。,-99
1634685,又一波勒索病毒来袭：始。,-99
580375,要收购美联储了！耐心等待！股价迟早要超过微软,-99
4700777,没有买别急买，买了现在也不必割了，没有只跌不,-99
1346065,就会,-99
5205998,股价震荡走低，MACD黄白两线逐步向，快了，快要,-99
404105,券商洪荒之力大爆发!广发证券冲击涨停!粤港澳大,-99
4057930,低价吸筹东,-99
1867009,八招判断应止损还是持股,-99
4252196,603896寿山谷：真正新股龙头！明天继续涨停,-99
318594,凭经验判断，此股正在等待消息。,-99
1853021,备用壳，快进,-99
93778,大癌股智障滞涨！,-99
2862510,操！游资股！,-99
3750543,趁着600767还红的关头，持有该股的股友们赶紧抛,-99
5008926,8283,-99
1602868,不要上当,-99
4296778,珍惜筹码……继续护盘......,-99
5238443,补仓啊，明天会涨,-99
3264406,过年前上15。,-99
3401280,麻痹大户五日线这价位资金还再流出[不屑][摊手],-99
3370475,操你妈逼,-99
3612028,华邦健康(002004):控股股东增持逾2300万股,-99
2036225,这垃圾股，继续跌吧，割肉走人，去别的股比你这,-99
3126195,贵公司股价,-99
5289174,各位大户中户听爷爷我的口令了，给我不计成本的,-99
5428834,成交快一个亿了，才流出400万，一会发射吧[傲],-99
3127090,刚新闻报：央企严禁增加负债率建项目，去扛杆重,-99
4177734,最后一分钟搞涨停？,-99
4248088,603085:天成自控第三届董事会第一次会议决议公,-99
915728,意味着其销售额将环比增长13%。,-99
4898891,这股有病！有事烧香！,-99
3539287,非常不要脸！,-99
2345409,黔驴,-99
104210,最后一刻翻红 无耻。,-99
4871168,垃圾赶紧拉高想跑路了，不然跑都不跑了，谁接盘,-99
